Taxon,MorphogroupID,CladeID,SpecimenID,HerbariumSheetID,Elevation,Latitude,Longitude,LAMLEN,LAMWID,PEDLEN,OVALEN,CALYTUBLEN,CALLOBLEN,PETLEN,PETWID,FILLEN,STYLEN
alpina,27,V,FZ331,MO6274111,2033,-33.30055556,-70.31805556,22,7.67,3.77,1.51,1.07,1.47,9.16,2.19,5.86,6.75
alpina,27,V,OZ8086,MO2313921,1000,-40.75,-72.15,15,7,2.3,1.68,1.25,1.65,9,2.1,6.65,6.7
alpina,27,V,FZ332,MO6276160,2033,-33.30055556,-70.31805556,21.58,7.28,2.62,1.47,1.3,1.12,8.96,2.18,6,6.3
alpina,27,V,ST2285,MO4029392,2300,-33.81666667,-70.08361111,13,5.5,3.75,1.64,1,1.75,8.7,2.4,6.21,7.4
alpina,27,V,GIII52,MO1126873,2300,-33.33333333,-70.25,10,4.99,3,1.5,1.01,1.35,8.68,2.2,5.77,6
alpina,27,V,CE10626,BR873404,600,-43.41666667,-73.35944444,14.33,6.67,2.63,1.75,0.92,1.5,8.54,2.49,5.2,5.55
alpina,27,V,FZ523,MO6274100,1276,-40.77805556,-72.18916667,15.16,7.08,2.23,1.53,1.12,1.55,8.21,2.45,6.55,7
alpina,27,V,FZ334,MO6276161,2034,-33.30055556,-70.31808333,16.22,7.81,2.23,1.12,1.22,1.37,8.2,2.43,5,6.1
alpina,27,V,RWs.n.,MO4979489,1850,-41.21666667,-71.5,12.5,6.5,2.76,1.3,0.9,0.88,7.78,2.05,4.57,4.8
alpina,27,V,FZ112,MO6276155,1050,-40.77527778,-72.20388889,10.4,7.5,0,0,0,0,0,0,,
alpina,27,V,FZ335,MO6276162,2037,-33.3,-70.31777778,13.09,6.25,0,0,0,0,0,0,,
alpina,27,V,FZ336,MO6276163,2008,-33.29666667,-70.315,16.16,7.97,0,0,0,0,0,0,,
alpina,27,V,FZ92,MO6276156,2085,-33.30333333,-70.32027778,21.61,11.43,0,0,0,0,0,0,,
alpina,27,V,FZ94,MO6276157,2165,-33.29611111,-70.31416667,11.35,5.3,0,0,0,0,0,0,,
rosea,27,V,FZ104,MO6267223,908,-41.13833333,-72.53555556,32.1,9.6,0,0,0,0,0,0,,
rosea,27,V,FZ105,MO6276188,922,-41.14027778,-72.53472222,13.23,4.64,0,0,0,0,0,0,,
rosea,27,V,FZ113,MO6276187,721,-40.77,-72.27111111,24.71,9.2,0,0,0,0,0,0,,
rosea,27,V,FZ114,MOUNM_FZ114,721,-40.77,-72.27111111,37.33,11,0,0,0,0,0,0,,
rosea,27,V,FZ115,MO6276186,721,-40.77,-72.27111111,48.68,15.18,0,0,0,0,0,0,,
rubra,27,V,FZ101,MO6296022,20,-41.31141667,-72.98113889,53.27,23.65,0,0,0,0,0,0,,
rubra,27,V,FZ102,MO6296021,50,-41.13333333,-72.41666667,49.78,22.52,0,0,0,0,0,0,,
rubra,27,V,FZ110,MO6296020,232,-39.64583333,-72.32083333,51.26,29.96,0,0,0,0,0,0,,
rubra,27,V,FZ98,MO6296019,12,-39.93972222,-73.5825,41.62,20.43,0,0,0,0,0,0,,
alpina,27,V,TP14476,MO5695683,20,-51.5825,-72.75888889,15,6,,,,,,,,
angustifolia,1,VI,FZ325,MO6273213,2582,-16.5615,-71.44619444,57,9,5.68,2.06,1.34,0.89,10.97,3.5,7.59,7.55
angustifolia,1,VI,FZ326,MO6273214,2590,-16.5615,-71.44619444,74,9.33,4.14,1.93,1.47,0.73,10.62,3.46,6.7,7.1
angustifolia,1,VI,MG6297,E96353,3280,-18.66111111,-69.57944444,65,10.5,5.17,1.88,1.41,0.78,10.36,2.86,6.5,7.62
angustifolia,1,VI,MG6302,E96354,1800,-18.83305556,-69.74527778,62.33,10.33,5.55,1.97,1.51,0.49,9.76,2.89,6.63,7.14
angustifolia,1,VI,FZ327,MO6273215,2684,-16.5625,-71.44430556,50.87,9.26,6.08,2.2,1.44,0.59,9.68,2.88,6.3,6.4
angustifolia,1,VI,MG6562,E131876,1988,-20.08263889,-69.35975,44,5,5.37,2.2,1.57,0.43,9.67,2.69,6.6,7.3
angustifolia,1,VI,FZ322,MO6282102,2594,-16.55633333,-71.44552778,65.67,9.17,5.42,2.05,1.73,0.82,9.61,2.79,6.18,6.27
angustifolia,1,VI,FZ323,MO6282103,2579,-16.55994444,-71.44852778,60.33,11,5.58,2.3,1.57,0.67,8.96,2.45,6.69,6.91
angustifolia,1,VI,FZ324,MO6282104,2585,-16.55994444,-71.44852778,56.67,10.17,4.02,2.24,1.48,0.62,8.52,2.42,5.6,5.93
bifida,2,VI,AK23025,MO2260710,800,-28.675,-50.97277778,50.67,15.5,5.45,1.93,0.74,0.63,10.14,3.3,8.16,7.04
bifida,2,VI,CO6589,US1159967,250,-31.55,-56.1,47.33,15.67,3.82,1.89,0.88,1.53,9.46,4,7.8,6.9
bifida,2,VI,GH18331,L86,1150,-25.29277778,-51.35,49,16,8.3,1.75,0.87,0.88,9.22,3.49,7.43,7.4
bifida,2,VI,AK35523,MO2802540,940,-25.33,-49.06027778,42,13.67,6.02,1.71,0.87,0.95,9.09,3.35,7.51,6.5
bifida,2,VI,LF6,MO6294319,900,-25.44833333,-49.23888889,37.81,13.5,4.31,1.61,0.8,0.77,8.97,3.45,7.45,7.5
bifida,2,VI,JM14715,MO5695939,205,-26.53194444,-54.72555556,54.67,17.67,4.97,1.51,0.85,1.44,8.91,3.18,6.8,5.86
bifida,2,VI,RW423,MO5716489,830,-29.44527778,-50.62611111,50,17,4,1.56,0.67,0.87,8.88,3.56,6.5,5.5
bifida,2,VI,RD1744,MO3813506,250,-26.16666667,-55.83333333,67,15.67,4.82,2,0.76,1.26,8.82,3.18,6.2,6.4
bifida,2,VI,RW5162,MO5681283,700,-29.22277778,-51.365,53.67,19.5,4.33,1.88,0.86,0.77,8.75,3.62,7.06,6.5
bifida,2,VI,AK22941,CTES291051,100,-31.5,-52.38333333,53,20,3.97,1.88,0.78,0.74,8.74,3.5,6,6.3
bifida,2,VI,EP7047,NY498418,2300,-22.38361111,-44.65083333,59.33,18.67,7.63,1.56,0.85,0.92,8.65,2.98,6.64,6.51
bifida,2,VI,GH18306,UC1357297,780,-25.26694444,-51.1,47.67,14.67,5.11,1.68,0.74,0.67,8.65,3.29,6.68,6.61
bifida,2,VI,BR3907,SP51279,170,-30.88305556,-55.51666667,79,16,4.47,1.56,0.91,1,8.56,3.27,6.5,5.5
bifida,2,VI,RW5166,MO5681284,780,-29.16666667,-51.08333333,56,17.33,4.68,1.87,0.74,0.89,8.5,3.05,6.8,6
bifida,2,VI,GH18425,L85,916,-25.30527778,-49.04611111,50.67,18,5.13,1.62,0.91,0.7,8.49,3.4,7.73,6.93
bifida,2,VI,LS11641,US2269671,1000,-26.4,-53.13333333,55,19,5.64,1.72,0.91,1.37,8.43,3.02,6,5.7
bifida,2,VI,AVEsc2,MO6294321,980,-25.45,-49.01972222,54.67,15.33,6.45,1.76,0.8,0.77,8.38,3.09,6.4,5.8
bifida,2,VI,PJ34248,L110,220,-27.48305556,-55.48305556,62,16.5,4.6,2.1,0.9,1.47,8.36,3.59,5.95,5.5
bifida,2,VI,MR221,NY498442,1700,-22.7,-45.58333333,50.33,16.67,6.8,1.41,0.75,0.53,8.32,3.12,5.8,6.2
bifida,2,VI,LF16,MO6294318,914,-25.49422222,-49.04433333,61.96,19.05,4.62,2.1,1,0.8,8.26,3.2,6.34,7.14
bifida,2,VI,LF46,MO6208813,1130,-28.05583333,-49.36666667,58.56,16.85,6.04,1.59,1.02,0.88,8.08,3.1,5.5,6
bifida,2,VI,RD10799,F1750904,70,-34.05,-54.6,58.33,17,5.32,1.83,0.89,1.02,8.02,2.98,6.46,5.24
bifida,2,VI,JB5177,MO5681282,80,-29.56666667,-51.3625,68,20,5.13,2.05,0.85,1.61,8.01,3.53,6.4,5.7
bifida,2,VI,GH26215,MO2237562,884,-25.53333333,-49.38333333,48.74,14.55,4.3,1.43,0.82,1.07,8,2.86,5.43,5.43
bifida,2,VI,JK1721,MO3584872,2150,-22.47138889,-43.05333333,59.33,19,7.57,1.85,0.8,0.69,7.99,3.22,7.3,7
bifida,2,VI,AB11510,L111,1900,-22.45,-43.05444444,57.67,23.33,7.61,1.91,0.83,0.63,7.97,3.2,6.3,5.9
bifida,2,VI,LF33,MO6294320,709,-27.66580556,-49.20533333,57.67,18.51,5.84,1.62,0.83,0.83,7.94,2.93,6.01,6.49
bifida,2,VI,PR12237,L101,900,-27.3,-50.55,53.33,16,4.63,1.7,0.66,0.63,7.91,2.99,6.5,5.5
bifida,2,VI,HL550,SP13046,2000,-22.38333333,-44.6,61.33,20,7.75,1.7,0.75,0.56,7.69,3.04,4.7,4.65
bifida,2,VI,EP8355,NY498413,850,-26.17277778,-49.85,48.33,15,4.67,1.51,0.88,0.65,7.68,2.71,6.2,5.5
bifida,2,VI,WP163,MO6294784,1556,-22.60888889,-45.55916667,62.33,20,7.21,2.03,0.95,0.71,7.59,2.94,4.85,5.1
bifida,2,VI,LF18,MO6294305,915,-25.49444444,-49.04444444,51.01,16.58,5.09,1.87,0.84,0.76,7.45,2.59,6.41,6.5
bifida,2,VI,PR11764,L102,800,-26.82111111,-51.00388889,44,14,5.03,1.47,0.85,1.09,7.45,2.75,5.35,5.29
bifida,2,VI,LS10571,NY498417,1000,-26.2,-49.23333333,53,17.67,5.53,1.42,0.74,0.73,7.28,2.8,5.67,5.27
bifida,2,VI,RB93,RB206229,1800,-22.71666667,-45.45,56.67,19,6.59,1.69,0.71,0.65,7.25,2.81,4.84,5.62
bifida,2,VI,FM2376,MO5179636,250,-26.16666667,-55.33333333,55,17.33,4.43,1.39,0.81,1.17,7.24,2.33,5.7,5.3
bifida,2,VI,LF39,MO6294314,1194,-28.05541667,-49.48922222,51.91,13.88,5.3,2,1.03,0.55,7.22,2.66,4.12,4.3
bifida,2,VI,CC507,RB370870,1700,-22.45166667,-43.00111111,66.33,18.5,7.32,1.38,0.68,0.58,7.14,2.85,4.5,4.7
bifida,2,VI,GH31430,MO2463119,1900,-20.44805556,-41.77388889,63.33,17.67,6.53,1.22,0.6,0.44,7.12,2.75,5.01,5.28
bifida,2,VI,PR6686,L99,1099,-28.02722222,-49.61222222,41.67,13.33,4.39,1.71,0.67,0.62,7.12,2.54,5.84,5.3
bifida,2,VI,AG6890,NY498421,1200,-22.25833333,-42.54861111,76,20.5,6.51,1.46,1.03,1.01,7.07,3.04,5.74,5.65
bifida,2,VI,WP169,MO6208814,2194,-22.48483333,-45.08205556,56.33,20,6.38,1.5,0.86,0.48,6.79,2.68,4.1,4.27
bifida,2,VI,LF61,MO6294310,1116,-27.89308333,-50.13913889,44.77,12.6,5.9,1.77,1.03,0.79,6.77,2.78,4.8,4.4
bifida,2,VI,WP155,MO6294782,1872,-22.76741667,-45.53822222,51.78,21.03,6.37,1.7,0.84,0.52,6.33,2.59,4.3,4.5
illinita,4,VI,PB512,E40202,2650,-30.14361111,-70.04861111,37.67,8.33,7.36,1.84,1.65,1.48,14.21,3.15,9.5,9.8
angustifolia,4,VI,RW18130,MO1294081,2400,-29.95,-70.55,54.33,17,5.59,1.78,1.59,1.44,13.18,3.59,8.63,8.87
angustifolia,4,VI,OZ3990,L75,1800,-29.93333333,-70.3,42,12.33,4.74,1.3,1.41,0.88,12.38,3.02,8.25,8.9
angustifolia,4,VI,RK7653,NY_RK7653,2100,-31.08333333,-69.58333333,42.33,13,6.93,1.62,1.47,0.59,12.1,3.68,7.6,7.3
angustifolia,4,VI,IJ5864,GH_IJ5864,2050,-28.9,-70.06666667,47.33,15.67,7.79,1.34,1.27,0.51,11.71,3.37,6.85,6.8
angustifolia,4,VI,EW183,MO910378,1600,-29.84527778,-70.38555556,39.48,10,5.4,1.95,1.53,0.94,10.6,2.35,7.24,7.52
illinita,4,VI,MG5665,E70518,1510,-30.16666667,-70.65,39,14,6.18,2,1.5,1.1,10.29,2.55,7.5,8
farinacea,6,VI,GH18054,UC1360568,950,-25.07444444,-49.39916667,61.33,17,4.22,3.01,2.95,3.45,9.97,2.17,3.85,4.43
farinacea,6,VI,PD15954,MO1035805,850,-24.25,-49.7,41.19,15.54,3.67,3.56,1.83,2.81,9.67,2.29,4.47,4.2
farinacea,6,VI,NS5746,L171,1650,-22.73888889,-45.59333333,42.83,12.33,3.27,3.47,2.25,3.11,8.96,2.56,4.39,4.41
farinacea,6,VI,WP159,MOUNM_WP159,1810,-22.77086111,-45.53102778,52.67,17,3.88,2.8,2.56,2.33,8.72,1.93,3.97,4.6
farinacea,6,VI,SX262,RB381021,1650,-22.71416667,-45.56861111,35,10,3.54,2.85,2.67,3.4,8.43,2.11,3.46,3.87
farinacea,6,VI,GH11940,US2484348,860,-24.31666667,-49.66666667,49.33,13.33,4.62,2.49,2.11,2.91,8.34,2.04,3.8,4.32
farinacea,6,VI,GH10795,F1621626,850,-25.53638889,-49.89472222,50.33,13.9,4.04,2.87,2.23,2.64,8.21,2.27,3.85,4.21
farinacea,6,VI,VN108,MO5685733,1050,-25.03416667,-49.03333333,46.67,14.17,3.94,2.93,2.21,3.05,8.15,2.03,3.51,4.05
farinacea,6,VI,GH25426,UC1387349,1060,-24.40972222,-49.85888889,51.67,14.67,2.85,2.41,2.52,2.77,7.93,2.19,3.22,4.13
farinacea,6,VI,JS38,MO3581839,812,-25.39166667,-49.98138889,50.5,13.67,6.88,2.71,1.93,2.03,7.85,2.16,3.38,3.83
farinacea,6,VI,GH17979,L163,1030,-25.13333333,-49.96666667,62.33,16.33,5.1,2.4,2.22,2.09,7.75,1.81,3.72,4.05
farinacea,6,VI,LF10,MOUNM_LF10,927,-25.51266667,-49.054,45.33,13.67,2.8,2.37,2.34,1.94,7.65,1.94,3.8,4.36
farinacea,6,VI,GH18440,L150,830,-25.99666667,-49.65083333,46.17,12.83,5.42,2.56,2.04,2.35,7.62,1.63,3.84,4.37
farinacea,6,VI,BR49669,US2055051,1000,-27.85,-50.21666667,47.5,15,4.87,2.58,1.97,2.33,7.49,2.07,3.5,3.81
farinacea,6,VI,AK42087,UC1619437,1100,-28.05861111,-50.07444444,50.33,16.67,4.7,2.88,2.27,2,7.43,2.08,3.45,4.39
farinacea,6,VI,LS9075,US2269275,1250,-26.65722222,-50.96111111,49,16.67,5.56,2.68,2.14,2.32,7.25,1.68,3.55,4.08
farinacea,6,VI,MK902,MO5089110,890,-25.58388889,-49.24527778,35.4,11.17,3.91,2.39,2.17,2.6,6.78,2.11,3.17,3.8
farinacea,6,VI,LF15,MO6275027,914,-25.49422222,-49.04433333,0,0,0,0,0,0,0,0,,
farinacea,6,VI,LF63,MO6275031,1116,-27.89308333,-50.13913889,0,0,0,0,0,0,0,0,,
farinacea,6,VI,LF64,MO6275030,1117,-27.89319444,-50.13888889,0,0,0,0,0,0,0,0,,
farinacea,6,VI,LF80,MO6275025,958,-25.46580556,-49.76647222,0,0,0,0,0,0,0,0,,
farinacea,6,VI,LF81,MO6275026,960,-25.46583333,-49.76666667,0,0,0,0,0,0,0,0,,
farinacea,6,VI,WP152,MOUNM_WP152,1796,-22.76136111,-45.54916667,57,18.33,0,0,0,0,0,0,,
farinacea,6,VI,WP154,MO6275032,1796,-22.76136111,-45.54919444,0,0,0,0,0,0,0,0,,
farinacea,6,VI,WP158,MO6294777,1872,-22.76738889,-45.53822222,0,0,0,0,0,0,0,0,,
farinacea,6,VI,WP160,MO6275024,1808,-22.77080556,-45.53083333,0,0,0,0,0,0,0,0,,
illinita,11,VI,EK838,US2104897,700,-34.99916667,-70.82,50.33,19,3.26,1.97,1.63,2,15.35,2.87,11.03,11.12
illinita,11,VI,GH405A,US530302,1100,-32.86666667,-70.41666667,50,18,3.47,1.83,1.58,2.26,12.79,2.38,9.1,8.94
illinita,11,VI,CSs.n.,GH_CSsn,780,-34.25,-70.56666667,58.67,21.67,3.08,1.92,1.41,1.94,12.21,2.85,7.2,7.8
illinita,11,VI,CB984,GH_BERT984,200,-33.05,-71.51666667,45.33,15.33,3.51,2.3,1.74,2.05,11.76,2.53,8.3,8.1
illinita,11,VI,FZ541,MO6296037,920,-33.72888889,-70.47138889,43.33,17.33,3.08,1.88,1.59,1.17,11.74,3.58,7.8,7.8
illinita,11,VI,MG5435,E70519,600,-33.06666667,-70.95,40,16.33,3.06,1.93,1.67,1.87,11.3,3.11,7.05,7.5
illinita,11,VI,FZ540,MO6296035,920,-33.72961111,-70.47097222,42.67,16.67,2.32,1.7,1.4,1.51,11.08,2.63,6.96,7.24
illinita,11,VI,EW579,MO961633,1500,-35.19666667,-70.80305556,51,18,3.08,1.79,1.48,1.98,10.82,2.47,7.2,7.7
illinita,11,VI,MG25,E158628,668,-35.10527778,-71.03111111,53.83,16,3.7,1.9,1.69,2.3,10.77,2.65,6.99,6.99
illinita,11,VI,OZ6524,L190,1500,-33.86666667,-70.4,37.67,15.33,3.24,1.98,1.54,2.06,10.77,1.92,7.91,7.91
illinita,11,VI,FZ539,MO6296034,920,-33.72941667,-70.47116667,49.67,17,2.56,1.98,1.48,1.55,10.41,2.61,6.8,6.68
illinita,11,VI,GH405B,NY_GH405B,1100,-32.86666667,-70.41666667,47.33,17,3.98,1.96,1.6,2.4,10.31,2.55,7.05,7.04
illinita,11,VI,GL5551,GH_GL5551,900,-33.18333333,-70.6,51.33,19.67,3.27,1.75,1.64,2.6,10.28,2.73,7.11,7.13
illinita,11,VI,MG5655,E70517,120,-30.21666667,-71.33333333,38.67,12.33,3.52,2.04,1.6,1.63,10.25,2.04,6.81,7.2
illinita,11,VI,PB4,E96269,700,-32.95,-71.08333333,42,13,3.83,2.12,1.49,1.56,10.05,2.39,6.45,6.83
illinita,11,VI,LL5949,MO05681277,1200,-33.71194444,-70.32,45,19,2.9,2,1.65,1.4,9.86,2.45,6.23,5.56
illinita,11,VI,JW5200,MO1165912,400,-32.96666667,-71.26666667,53.67,16.67,2.29,1.96,1.58,1.3,9.8,2.41,6.43,6.23
illinita,11,VI,EK5390,L206,180,-33.35,-71.58333333,50.67,19.33,3.16,1.98,1.45,1.25,9.63,2.19,6.93,7.2
illinita,11,VI,EK5378,L192,40,-31.41666667,-71.58333333,41,14.33,3.34,1.92,1.59,1.27,9.32,2.04,6,6.4
illinita,11,VI,FZ123,MO6296032,960,-33.72916667,-70.47055556,47,19.67,0,0,0,0,0,0,,
illinita,11,VI,FZ124,MO6296036,950,-33.72916667,-70.47083333,42.33,15.33,0,0,0,0,0,0,,
illinita,11,VI,FZ127,MO6296038,722,-33.0125,-70.90055556,47,16.67,0,0,0,0,0,0,,
illinita,11,VI,FZ353,MO6296033,1872,-33.32291667,-70.32758333,40.67,14,0,0,0,0,0,0,,
laevis,12,VI,JK1720,MO3584873,2150,-22.47138889,-43.05333333,38,12.5,6.18,2.92,1.87,2.28,16.05,5.41,9.21,8.68
laevis,12,VI,BLs.n.,L261,2750,-22.37972222,-44.66138889,57.43,16.07,6.81,3.3,1.82,5.11,15.44,5.43,8.72,9.38
laevis,12,VI,LS1492,GH_LSMITH1492,2150,-22.39166667,-44.61527778,33.9,11.93,7.51,2.92,1.57,3.54,14.46,5.01,8.54,8.25
laevis,12,VI,GH71660,MO5733316,1700,-28.1275,-49.5,28.31,9.61,5.78,2.13,1.6,4,14.45,4.96,8.2,7.85
laevis,12,VI,AB10830,L240,2100,-22.47138889,-43.04916667,41,15,7.75,2.34,1.85,3.61,14.17,5.28,8.39,7.79
laevis,12,VI,PR2962,US1954721,1860,-28.13833333,-49.52666667,29,11.1,5.92,3.44,1.87,3.02,14.05,4.47,7.97,7.89
laevis,12,VI,PDs.n.,US1055548,2750,-22.38,-44.66138889,46.5,18.77,10.97,3.31,2.09,4.4,13.83,5.82,6.81,7.44
laevis,12,VI,JC1636,MO5708255,1740,-25.25,-48.84611111,37.17,11.86,7.36,2.92,2.5,5.97,13.82,5.04,8.28,7.45
laevis,12,VI,EB383,SP345192,866,-25.3,-48.88333333,41.67,14.1,9.49,2.71,1.9,5.38,13.7,5.04,9.03,8.87
laevis,12,VI,LF86,MO6275019,1823,-25.24083333,-48.8305,48.33,17.33,6.2,2.69,1.6,3.82,13.47,4.61,8.3,9
laevis,12,VI,WP168,MO6294787,2216,-22.48458333,-45.08336111,46.67,21,6.27,2.76,1.85,3.27,13.29,4.51,8.33,9.5
laevis,12,VI,B19021,RB62692,2000,-22.48388889,-45.08472222,54.87,18.17,4.64,3.72,1.79,5.4,13.2,4.55,7.77,8.68
laevis,12,VI,EF16,L262,2300,-22.3975,-44.64611111,37.67,12.8,6.32,2.69,1.43,2.31,12.71,4.61,7.91,7.75
laevis,12,VI,JV135,UC1169420,2263,-22.47111111,-43.05527778,31.73,13.67,8.15,2.05,1.53,2.83,12.54,4.51,7.53,7.25
laevis,12,VI,EJ75,RB332315,2000,-22.35666667,-42.58055556,35,14,5.56,2.9,1.69,3.15,11.67,3.9,7.81,8.7
laevis,12,VI,PR62989,L249,2100,-22.46638889,-43.05444444,35.1,16.13,8.09,1.79,1.23,1.97,11.51,3.82,6.7,6.34
laevis,12,VI,Ns.n.,L132,1543,-22.75,-44.67527778,27.67,9.67,5.08,2.28,1.28,1.29,11.49,3.25,7.36,8.2
laevis,12,VI,LF87,MO6275018,1823,-25.24086111,-48.8305,45.67,15,8.25,2.45,1.67,3.56,11.45,3.99,6.07,7.41
laevis,12,VI,LS1493,GH_LSMITH1493,2150,-22.39194444,-44.61555556,29.4,12.17,8.62,2.44,1.5,2.8,11.44,3.38,6.93,7.26
laevis,12,VI,HS763,K277,2400,-22.38277778,-44.68638889,32.47,12.33,5.64,2.18,1.35,1.73,11.07,2.58,6.98,6.8
laevis,12,VI,PB4540,MO4571325,2740,-20.44333333,-41.81166667,25.33,11,4.75,2.54,1.8,3.55,11.04,2.6,7.07,7.99
laevis,12,VI,WP167,MO6275017,2205,-22.48416667,-45.08138889,42,17.67,6.12,2.93,2.12,3.6,10.98,4.2,7.24,8.7
laevis,12,VI,Ss.n.,L263,2000,-20.4025,-41.78888889,20.27,10.1,7.4,1.68,1.39,1.36,10.38,3.09,5.97,6.06
laevis,12,VI,BL734,NY_498508,1262,-23.23333333,-44.95,32,12.67,6.21,2.06,1.04,1.5,10,3.25,6.53,6.77
laevis,12,VI,WP166,MO6294790,2202,-22.48419444,-45.08144444,42.55,17.24,7.08,1.7,1.2,1.55,9.81,3.42,6.1,7.1
laevis,12,VI,GH35823,L107,2000,-22.38333333,-44.63333333,33.67,10.5,4.43,1.7,1.02,1.09,8.41,2.77,4.44,5.49
laevis,12,VI,AS75,MO05153670,2000,-22.38333333,-44.7,32.34,12.97,5.33,1.19,0.98,1.18,8.33,2.43,5.45,4.82
laevis,12,VI,LF82,MO6275015,1823,-25.24083333,-48.8305,37.15,11.6,0,0,0,0,0,0,,
laevis,12,VI,LF83,MO6275016,1821,-25.23919444,-48.83055556,36.33,14,0,0,0,0,0,0,,
laevis,12,VI,LF84,MO6275014,1823,-25.24097222,-48.83027778,33.29,10.39,0,0,0,0,0,0,,
laevis,12,VI,LF85,MO6275013,1824,-25.24108333,-48.83333333,30.92,9.9,0,0,0,0,0,0,,
laevis,12,VI,WP164,MO6294788,2149,-22.48219444,-45.08055556,47.69,19.7,0,0,0,0,0,0,,
laevis,12,VI,WP165,MO6294789,2173,-22.48244444,-45.08047222,45.26,19.38,0,0,0,0,0,0,,
ledifolia,13,VI,GH72506,CTES345512,1150,-28.05666667,-49.5925,27.67,5.6,5.64,3.5,2.25,3.05,12.85,3.85,7.05,8.95
ledifolia,13,VI,RK4485,L271,950,-27.85416667,-50.27222222,32.33,5,3.47,2.7,2.52,2.94,12.64,2.6,8.82,8.87
ledifolia,13,VI,LF51,MOUNM_LF51,1108,-27.84102778,-49.64888889,31,7.33,4.31,2.6,2.48,3.2,0,0,8,9
ledifolia,13,VI,LF52,MOUNM_LF52,1110,-27.84097222,-49.64888889,35,6.83,3.13,2.75,2.13,3.05,0,0,,9.9
ledifolia,13,VI,LF53,MOUNM_LF53,1109,-27.84102778,-49.64894444,43,9.33,3.8,3,2.2,3.19,0,0,,
ledifolia,13,VI,LF54,MOUNM_LF54,1109,-27.84102778,-49.64897222,37.33,7.67,2.96,3,2.01,3.1,0,0,,
ledifolia,13,VI,LF55,MOUNM_LF55,1109,-27.84102778,-49.64888889,35.33,7,0,0,0,0,0,0,,
ledifolia,13,VI,LF56,MOUNM_LF56,1108,-27.84083333,-49.64886111,39.67,7.67,0,0,0,0,0,0,,
ledifolia,13,VI,LF57,MO6274674,1109,-27.84102778,-49.64891667,38.16,8.61,0,0,0,0,0,0,,
ledifolia,13,VI,LF59,MOUNM_LF59,1109,-27.84102778,-49.64891667,39.67,9.67,3.4,2.76,2.3,3.55,0,0,9,10
ledifolia,13,VI,LF60,MOUNM_LF60,1109,-27.84083333,-49.64886111,38.33,8.33,0,0,0,0,0,0,,
megapotamica,15,VI,RV3718,NY498456,70,-28.44472222,-56.01916667,22.67,9,3.27,1.43,0.66,0.53,6.74,2.64,4.84,3.96
megapotamica,15,VI,HF72,MO5443370,67,-34.35333333,-57.68388889,32.7,7.8,7,1.42,0.86,0.73,6.72,3.05,4.18,2.31
megapotamica,15,VI,BR49366,L316,880,-29.44972222,-50.58277778,21,7,2.9,1.68,0.75,0.64,6.71,2.66,5,4.2
megapotamica,15,VI,NT2455,MO5695936,30,-31.56083333,-58.175,32,9,2.9,1.82,0.82,0.57,6.49,2.76,4.5,3.8
megapotamica,15,VI,SR3089,MO5695938,170,-27.75,-55.75055556,28.67,10,3.09,1.76,0.85,0.74,6.32,2.67,4.1,3.7
megapotamica,15,VI,RG5802,K70,100,-33.43277778,-55.89972222,32.67,9.67,3.13,1.83,0.7,0.55,6.16,2.79,4.6,4.01
megapotamica,15,VI,AB5112,MO5695935,40,-32.24611111,-60.60805556,32.54,8.84,2.73,1.25,0.62,0.86,5.83,3.13,4.04,1.96
megapotamica,15,VI,H1015,MO938838,50,-32.68277778,-58.13333333,30.67,11.17,2.72,1.83,0.76,0.63,5.74,2.54,3.8,3.7
megapotamica,15,VI,SR3711,MO5695937,85,-29.11611111,-57.92027778,27.33,9.67,2.99,1.64,0.79,0.56,5.63,2.48,3.76,3.74
megapotamica,15,VI,JW1950,F2040690,890,-28.03194444,-51.17694444,29.67,9.67,2.77,1.65,0.68,0.59,5.6,2.46,3.7,2.9
megapotamica,15,VI,MS6428,F2168759,350,-30.54194444,-53.47638889,37.67,7.33,2.65,1.44,0.71,0.56,5.32,2.19,2.8,2.75
megapotamica,15,VI,GS2702,CTES340253,149,-31.66222222,-56.0125,28.67,7.67,2.88,1.6,0.72,0.51,5.3,2.05,3.97,3.71
megapotamica,15,VI,JI165,MO2346999,60,-29.26666667,-57.56666667,27.67,8,2.66,1.62,0.73,0.51,5.25,2.4,4.49,3.6
megapotamica,15,VI,AL2215,K268,1000,-27.85055556,-50.21722222,22,5.5,2.98,1.45,0.74,0.53,5.15,2.01,2.6,2.2
megapotamica,15,VI,CK42,UC1357344,800,-26.21388889,-51.09777778,24,7.33,2.28,1.28,0.47,0.57,5.14,2.61,3.24,2.6
megapotamica,15,VI,LL3886,MO3584506,900,-25.75,-49.25,30,9.33,2.38,1.65,0.72,0.53,5.14,2.46,3.1,3.2
megapotamica,15,VI,TP5371,MO2221289,70,-29.28333333,-57.73305556,21.67,7.17,2.8,1.48,0.68,0.62,5.14,2.3,4,3.3
megapotamica,15,VI,TP15595,MO4391382,80,-29.06805556,-57.35,24.67,9,3.44,1.53,0.68,0.53,5.09,2.45,3.2,3.11
megapotamica,15,VI,LS367,MO5360206,731,-29.12055556,-51.24416667,46.67,10.67,2.77,1.73,0.62,0.8,5.02,2.44,2.62,2.52
