SpecimenID,HerbariumSheetID,Taxon,MorphogroupID,CladeID,Latitude,Longitude,Elevation,Floral and Leaf,Leaf only,no measurements,libraryNumber,sampledForBFD,Phenogroup,Genogroup
FZ330,MO6293533,myrtoidea,26,V,-33.31055556,-70.32527778,1945,,x,,Plate4,0,,group1
FZ333,MO6293544,myrtoidea,26,V,-33.30055556,-70.31805556,2034,,x,,Plate4,0,,group1
FZ335,MO6276162,alpina,27,V,-33.3,-70.31777778,2037,,x,,Plate5,0,,group10
FZ336,MO6276163,alpina,27,V,-33.29666667,-70.315,2008,,x,,Plate5,1,,group2
FZ347,MO6293536,myrtoidea,26,V,-33.30027778,-70.31777778,2086,,x,,Plate1,0,,group1
FZ348,MO6293535,myrtoidea,26,V,-33.30277778,-70.31972222,2060,,x,,Plate4,0,,group1
FZ352,MO6293539,myrtoidea,26,V,-33.31777778,-70.32555556,1901,,x,,Plate5,0,,group1
FZ365,MO6274490,revoluta,26,V,-37.60194444,-72.80083333,773,,x,,Plate4,0,,group1
FZ413,MO6274495,revoluta,26,V,-37.39305556,-71.45694444,781,,x,,Plate5,0,,group1
FZ429,MO6294769,florida,7,V,-38.57694444,-71.62888889,1049,,x,,Plate1,0,,group5
FZ430,MO6294770,florida,7,V,-38.57694444,-71.62902778,1055,,x,,Plate4,0,,group5
FZ454,MO6274492,revoluta,26,V,-38.34777778,-71.84916667,664,,x,,Plate4,0,,group1
FZ501,MO6274486,revoluta,26,V,-36.60055556,-71.46916667,530,,x,,Plate4,0,,group1
FZ503,MO6274488,revoluta,26,V,-36.60027778,-71.46916667,529,,x,,Plate4,0,,group1
FZ92,MO6276156,alpina,27,V,-33.30333333,-70.32027778,2085,,x,,Plate5,1,,group2
FZ94,MO6276157,alpina,27,V,-33.29611111,-70.31416667,2165,,x,,Plate5,0,,group10
FZ98,MO6296019,rubra,27,V,-39.93972222,-73.5825,12,,x,,Plate5,0,,group10
PHV336,,alpina,,V,-51.56794,-72.61786,140,,,x,Plate4,0,,group10
Bs.n.,MO01029354,leucantha,14,V,-40.25972222,-73.08333333,50,x,,,,,,
Bs.n.,MO1031263,revoluta,26,V,-32.53333333,-71.45,140,x,,,,,,
FZ120,MO6293526,myrtoidea,26,V,-33.72916667,-70.47055556,954,,x,,,,,
FZ346,MO6293534,myrtoidea,26,V,-33.29944444,-70.31777778,2102,,x,,,,,
FZ349,MO6293537,myrtoidea,26,V,-33.30583333,-70.32055556,1989,,x,,,,,
FZ350,MO6293538,myrtoidea,26,V,-33.30597222,-70.32055556,1989,,x,,,,,
FZ351,MO6293540,myrtoidea,26,V,-33.315,-70.32555556,1943,,x,,,,,
FZ382,MO6205562,leucantha,14,V,-37.81305556,-73.13722222,707,,x,,,,,
FZ91,MO6293529,myrtoidea,26,V,-33.32111111,-70.32666667,1892,,x,,,,,
FZ93,MO6293528,myrtoidea,26,V,-33.30333333,-70.31972222,2089,,x,,,,,
PB500,E96352,myrtoidea,26,V,-37.68083333,-73.295,120,,x,,,,,
TP14476,MO5695683,alpina,27,V,-51.5825,-72.75888889,20,,x,,,,,
AB10830,L240,laevis,12,VI,-22.47138889,-43.04916667,2100,x,,,,,1,
AH22218,MO5708554,tucumanensis,31,VI,-28.22916667,-65.95277778,2800,x,,,,,1,
B19021,RB62692,laevis,12,VI,-22.48388889,-45.08472222,2000,x,,,,,1,
BLs.n.,L261,laevis,12,VI,-22.37972222,-44.66138889,2750,x,,,,,1,
DS152,MOUNM_DS152,hypoglauca,31,VI,-17.84055556,-64.73944444,2750,x,,,,,1,
EB383,SP345192,laevis,12,VI,-25.3,-48.88333333,866,x,,,,,1,
EF16,L262,laevis,12,VI,-22.3975,-44.64611111,2300,x,,,,,1,
EF3538,MOUNM_EF3538,hypoglauca,31,VI,-17.80305556,-64.77,2900,x,,,,,1,
EJ75,RB332315,laevis,12,VI,-22.35666667,-42.58055556,2000,x,,,,,1,
EU1886,L384,petrophila,21,VI,-26.5,-50.5,1020,x,,,,,1,
FB6142,MO4613353,tucumanensis,31,VI,-21.4,-64.26666667,1600,x,,,,,1,
FV6838,L640,tucumanensis,31,VI,-27.13305556,-65.5,1250,x,,,,,1,
FZ304,MOUNM_FZ304,hypoglauca,31,VI,-17.82852778,-64.7185,2843,x,,,Plate1,0,1,species4
FZ307,MOUNM_FZ307,hypoglauca,31,VI,-17.83686111,-64.72677778,2928,x,,,,,1,
FZU10377C,MO6274668,tucumanensis,31,VI,-22.33333333,-64.72305556,1690,x,,,,,1,
GB1080,CORD_GB1080,tucumanensis,31,VI,-23.69777778,-64.9,1750,x,,,,,1,
GH61252,MO04887573,petrophila,21,VI,-29.15,-50.11666667,800,x,,,,,1,
GH71660,MO5733316,laevis,12,VI,-28.1275,-49.5,1700,x,,,,,1,
JC1636,MO5708255,laevis,12,VI,-25.25,-48.84611111,1740,x,,,,,1,
JK1720,MO3584873,laevis,12,VI,-22.47138889,-43.05333333,2150,x,,,,,1,
JS10129,MO3122718,tucumanensis,31,VI,-22.2,-64.53333333,1000,x,,,,,1,
JT229,MOUNM_JT229,hypoglauca,31,VI,-17.83666667,-64.73472222,2969,x,,,,,1,
JV135,UC1169420,laevis,12,VI,-22.47111111,-43.05527778,2263,x,,,,,1,
KK10696,MO5685734,tucumanensis,31,VI,-27.39777778,-65.94416667,1400,x,,,,,1,
LF86,MO6275019,laevis,12,VI,-25.24083333,-48.8305,1823,x,,,Plate2,1,1,species10
LF87,MO6275018,laevis,12,VI,-25.24086111,-48.8305,1823,x,,,Plate3,1,1,species10
LS1492,GH_LSMITH1492,laevis,12,VI,-22.39166667,-44.61527778,2150,x,,,,,1,
M 4544,K56,tucumanensis,31,VI,-26.81472222,-65.37861111,1200,x,,,,,1,
MN33903,MO4360791,hypoglauca,31,VI,-18.56666667,-64.05,2200,x,,,Plate3,0,1,species4
MS5087,MOUNM_MS5087,tucumanensis,31,VI,-22.01027778,-64.59472222,2396,x,,,,,1,
PC584,GH_PC584,tucumanensis,31,VI,-28.73972222,-66.98222222,1850,x,,,,,1,
PDs.n.,US1055548,laevis,12,VI,-22.38,-44.66138889,2750,x,,,,,1,
PL5936C,LIL509008,tucumanensis,31,VI,-23.46666667,-65,1700,x,,,,,1,
PR2962,US1954721,laevis,12,VI,-28.13833333,-49.52666667,1860,x,,,,,1,
RF1966,CTES338743,tucumanensis,31,VI,-24.02277778,-65.38638889,1700,x,,,,,1,
RW18130,MO1294081,angustifolia,4,VI,-29.95,-70.55,2400,x,,,Plate3,1,1,species2
SV10256,MO986252,tucumanensis,31,VI,-26.69972222,-65.45,1500,x,,,,,1,
SV1421,US1549341,tucumanensis,31,VI,-26.87083333,-65.375,1100,x,,,,,1,
SV2114,GH_SV2114,tucumanensis,31,VI,-26.87055556,-65.36305556,800,x,,,,,1,
SV3985,MO960418,tucumanensis,31,VI,-27.41666667,-66.08333333,2000,x,,,,,1,
T4987,LIL534366,tucumanensis,31,VI,-22.30944444,-64.66666667,1750,x,,,,,1,
WP167,MO6275017,laevis,12,VI,-22.48416667,-45.08138889,2205,x,,,Plate3,1,1,species11
WP168,MO6294787,laevis,12,VI,-22.48458333,-45.08336111,2216,x,,,Plate2,0,1,species11
AB11510,L111,bifida,2,VI,-22.45,-43.05444444,1900,x,,,,,2,
AG6890,NY498421,bifida,2,VI,-22.25833333,-42.54861111,1200,x,,,,,2,
AK22941,CTES291051,bifida,2,VI,-31.5,-52.38333333,100,x,,,,,2,
AK23025,MO2260710,bifida,2,VI,-28.675,-50.97277778,800,x,,,,,2,
AK35523,MO2802540,bifida,2,VI,-25.33,-49.06027778,940,x,,,,,2,
AVEsc2,MO6294321,bifida,2,VI,-25.45,-49.01972222,980,x,,,,,2,
BR3907,SP51279,bifida,2,VI,-30.88305556,-55.51666667,170,x,,,,,2,
CC507,RB370870,bifida,2,VI,-22.45166667,-43.00111111,1700,x,,,,,2,
CO6589,US1159967,bifida,2,VI,-31.55,-56.1,250,x,,,,,2,
EP7047,NY498418,bifida,2,VI,-22.38361111,-44.65083333,2300,x,,,,,2,
EP8355,NY498413,bifida,2,VI,-26.17277778,-49.85,850,x,,,,,2,
FM2376,MO5179636,bifida,2,VI,-26.16666667,-55.33333333,250,x,,,,,2,
GH18306,UC1357297,bifida,2,VI,-25.26694444,-51.1,780,x,,,,,2,
GH18331,L86,bifida,2,VI,-25.29277778,-51.35,1150,x,,,,,2,
GH18425,L85,bifida,2,VI,-25.30527778,-49.04611111,916,x,,,,,2,
GH26215,MO2237562,bifida,2,VI,-25.53333333,-49.38333333,884,x,,,,,2,
GH31430,MO2463119,bifida,2,VI,-20.44805556,-41.77388889,1900,x,,,,,2,
HL550,SP13046,bifida,2,VI,-22.38333333,-44.6,2000,x,,,,,2,
JB5177,MO5681282,bifida,2,VI,-29.56666667,-51.3625,80,x,,,,,2,
JK1721,MO3584872,bifida,2,VI,-22.47138889,-43.05333333,2150,x,,,,,2,
JM14715,MO5695939,bifida,2,VI,-26.53194444,-54.72555556,205,x,,,,,2,
LF16,MO6294318,bifida,2,VI,-25.49422222,-49.04433333,914,x,,,Plate1,0,2,species5
LF18,MO6294305,bifida,2,VI,-25.49444444,-49.04444444,915,x,,,Plate2,1,2,species5
LF33,MO6294320,bifida,2,VI,-27.66580556,-49.20533333,709,x,,,Plate2,0,2,species5
LF39,MO6294314,bifida,2,VI,-28.05541667,-49.48922222,1194,x,,,Plate1,0,2,species5
LF46,MO6208813,bifida,2,VI,-28.05583333,-49.36666667,1130,x,,,Plate3,0,2,species5
LF6,MO6294319,bifida,2,VI,-25.44833333,-49.23888889,900,x,,,Plate2,0,2,species5
LF61,MO6294310,bifida,2,VI,-27.89308333,-50.13913889,1116,x,,,Plate2,0,2,species5
LS10571,NY498417,bifida,2,VI,-26.2,-49.23333333,1000,x,,,,,2,
LS11641,US2269671,bifida,2,VI,-26.4,-53.13333333,1000,x,,,,,2,
MR221,NY498442,bifida,2,VI,-22.7,-45.58333333,1700,x,,,,,2,
PJ34248,L110,bifida,2,VI,-27.48305556,-55.48305556,220,x,,,,,2,
PR11764,L102,bifida,2,VI,-26.82111111,-51.00388889,800,x,,,,,2,
PR12237,L101,bifida,2,VI,-27.3,-50.55,900,x,,,,,2,
PR6686,L99,bifida,2,VI,-28.02722222,-49.61222222,1099,x,,,,,2,
RB93,RB206229,bifida,2,VI,-22.71666667,-45.45,1800,x,,,,,2,
RD10799,F1750904,bifida,2,VI,-34.05,-54.6,70,x,,,,,2,
RD1744,MO3813506,bifida,2,VI,-26.16666667,-55.83333333,250,x,,,,,2,
RW423,MO5716489,bifida,2,VI,-29.44527778,-50.62611111,830,x,,,,,2,
RW5162,MO5681283,bifida,2,VI,-29.22277778,-51.365,700,x,,,,,2,
RW5166,MO5681284,bifida,2,VI,-29.16666667,-51.08333333,780,x,,,,,2,
WP155,MO6294782,bifida,2,VI,-22.76741667,-45.53822222,1872,x,,,Plate2,0,2,species5
WP163,MO6294784,bifida,2,VI,-22.60888889,-45.55916667,1556,x,,,Plate2,0,2,species5
WP169,MO6208814,bifida,2,VI,-22.48483333,-45.08205556,2194,x,,,Plate1,1,2,species5
AB5112,MO5695935,megapotamica,15,VI,-32.24611111,-60.60805556,40,x,,,,,3,
AK42001,F2045773,megapotamica,15,VI,-27.85777778,-50.80361111,990,x,,,,,3,
AL2215,K268,megapotamica,15,VI,-27.85055556,-50.21722222,1000,x,,,,,3,
ARs.n.,GH_AREGNELLsn,megapotamica,15,VI,-21.93333333,-46.41666667,900,x,,,,,3,
BR49592,L296,megapotamica,15,VI,-27.85,-50.21666667,900,x,,,,,3,
CK42,UC1357344,megapotamica,15,VI,-26.21388889,-51.09777778,800,x,,,,,3,
GH15362,NY498455,megapotamica,15,VI,-25.60805556,-50.69138889,800,x,,,,,3,
HF72,MO5443370,megapotamica,15,VI,-34.35333333,-57.68388889,67,x,,,,,3,
IT20026,MO1667195,megapotamica,15,VI,-31.56666667,-52.61666667,240,x,,,,,3,
LS367,MO5360206,megapotamica,15,VI,-29.12055556,-51.24416667,731,x,,,,,3,
MS6428,F2168759,megapotamica,15,VI,-30.54194444,-53.47638889,350,x,,,,,3,
PR14398,L292,megapotamica,15,VI,-27.5,-51.46666667,800,x,,,,,3,
RW842,MO5733318,megapotamica,15,VI,-28.89944444,-50.38305556,900,x,,,,,3,
AC1193,MOUNM_AC1193,hypoglauca,31,VI,-19.56666667,-64.31722222,2552,x,,,,,4,
AS75,MO05153670,laevis,12,VI,-22.38333333,-44.7,2000,x,,,,,4,
BL734,NY_498508,laevis,12,VI,-23.23333333,-44.95,1262,x,,,,,4,
CD3771,MO2597945,hypoglauca,31,VI,-17.58777778,-65.26666667,2900,x,,,,,4,
FZU10117A,MO6274672,tucumanensis,31,VI,-25.73083333,-65.47888889,1900,x,,,Plate1,0,4,species4
FZU10330,MO6274664,hypoglauca,31,VI,-23.61333333,-64.91111111,2810,x,,,Plate1,0,4,species4
FZU10426A,MO6709885,hypoglauca,31,VI,-21.46055556,-64.86666667,3033,x,,,,,4,
FZU10426D,MO6265711,hypoglauca,31,VI,-21.46055556,-64.86805556,3033,x,,,Plate3,0,4,species4
FZU10434A,MOUNM_FZ10434A,hypoglauca,31,VI,-21.46694444,-64.88805556,3398,x,,,Plate3,1,4,species4
GH35823,L107,laevis,12,VI,-22.38333333,-44.63333333,2000,x,,,,,4,
HF5850,LIL502228,hypoglauca,31,VI,-23.45138889,-65.465,2800,x,,,,,4,
HS3739,L186,hypoglauca,31,VI,-22.26527778,-65.06777778,3300,x,,,,,4,
HS763,K277,laevis,12,VI,-22.38277778,-44.68638889,2400,x,,,,,4,
JG587,MOUNM_JG587,hypoglauca,31,VI,-20.75461111,-64.54427778,2710,x,,,,,4,
JW10607,K152,hypoglauca,31,VI,-18.58555556,-64.03944444,2300,x,,,,,4,
JW8943,K147,hypoglauca,31,VI,-17.8,-66.41666667,3500,x,,,,,4,
JW9552,K148,hypoglauca,31,VI,-21.46611111,-64.88527778,3300,x,,,Plate3,0,4,species4
KF2441,GH_KF24441,hypoglauca,31,VI,-21.46388889,-64.85583333,2800,x,,,,,4,
LS1493,GH_LSMITH1493,laevis,12,VI,-22.39194444,-44.61555556,2150,x,,,,,4,
MC6241,NY_MC6241,hypoglauca,31,VI,-17.62916667,-65.72777778,2900,x,,,,,4,
MG5665,E70518,illinita,4,VI,-30.16666667,-70.65,1510,x,,,,,4,
MS5081,MOUNM_MS5081,hypoglauca,31,VI,-22.01,-64.59472222,2396,x,,,,,4,
Ns.n.,L132,laevis,12,VI,-22.75,-44.67527778,1543,x,,,,,4,
PB4540,MO4571325,laevis,12,VI,-20.44333333,-41.81166667,2740,x,,,,,4,
PR62989,L249,laevis,12,VI,-22.46638889,-43.05444444,2100,x,,,,,4,
Ss.n.,L263,laevis,12,VI,-20.4025,-41.78888889,2000,x,,,,,4,
SV9001,US1549339,hypoglauca,31,VI,-23.71666667,-65.66666667,2500,x,,,,,4,
TM3492,GH_TM3492,tucumanensis,31,VI,-29.21611111,-66.86416667,2000,x,,,,,4,
WP166,MO6294790,laevis,12,VI,-22.48419444,-45.08144444,2202,x,,,,,4,
AK42087,UC1619437,farinacea,6,VI,-28.05861111,-50.07444444,1100,x,,,,,5,
BR49669,US2055051,farinacea,6,VI,-27.85,-50.21666667,1000,x,,,,,5,
GH10795,F1621626,farinacea,6,VI,-25.53638889,-49.89472222,850,x,,,,,5,
GH11940,US2484348,farinacea,6,VI,-24.31666667,-49.66666667,860,x,,,,,5,
GH17979,L163,farinacea,6,VI,-25.13333333,-49.96666667,1030,x,,,,,5,
GH18054,UC1360568,farinacea,6,VI,-25.07444444,-49.39916667,950,x,,,,,5,
GH18440,L150,farinacea,6,VI,-25.99666667,-49.65083333,830,x,,,,,5,
GH25426,UC1387349,farinacea,6,VI,-24.40972222,-49.85888889,1060,x,,,,,5,
JS38,MO3581839,farinacea,6,VI,-25.39166667,-49.98138889,812,x,,,,,5,
LF10,MOUNM_LF10,farinacea,6,VI,-25.51266667,-49.054,927,x,,,Plate2,1,5,species7
LS9075,US2269275,farinacea,6,VI,-26.65722222,-50.96111111,1250,x,,,,,5,
MK902,MO5089110,farinacea,6,VI,-25.58388889,-49.24527778,890,x,,,,,5,
NS5746,L171,farinacea,6,VI,-22.73888889,-45.59333333,1650,x,,,,,5,
PD15954,MO1035805,farinacea,6,VI,-24.25,-49.7,850,x,,,,,5,
SX262,RB381021,farinacea,6,VI,-22.71416667,-45.56861111,1650,x,,,,,5,
VN108,MO5685733,farinacea,6,VI,-25.03416667,-49.03333333,1050,x,,,,,5,
WP159,MOUNM_WP159,farinacea,6,VI,-22.77086111,-45.53102778,1810,x,,,,,5,
BR49366,L316,megapotamica,15,VI,-29.44972222,-50.58277778,880,x,,,,,6,
GS2702,CTES340253,megapotamica,15,VI,-31.66222222,-56.0125,149,x,,,,,6,
H1015,MO938838,megapotamica,15,VI,-32.68277778,-58.13333333,50,x,,,,,6,
JI165,MO2346999,megapotamica,15,VI,-29.26666667,-57.56666667,60,x,,,,,6,
JW1950,F2040690,megapotamica,15,VI,-28.03194444,-51.17694444,890,x,,,,,6,
LL3886,MO3584506,megapotamica,15,VI,-25.75,-49.25,900,x,,,,,6,
LS293,K265,megapotamica,15,VI,-25.42805556,-50.51972222,800,x,,,,,6,
NT2455,MO5695936,megapotamica,15,VI,-31.56083333,-58.175,30,x,,,,,6,
RG5802,K70,megapotamica,15,VI,-33.43277778,-55.89972222,100,x,,,,,6,
RV3718,NY498456,megapotamica,15,VI,-28.44472222,-56.01916667,70,x,,,,,6,
SR3089,MO5695938,megapotamica,15,VI,-27.75,-55.75055556,170,x,,,,,6,
SR3711,MO5695937,megapotamica,15,VI,-29.11611111,-57.92027778,85,x,,,,,6,
TP15595,MO4391382,megapotamica,15,VI,-29.06805556,-57.35,80,x,,,,,6,
TP5371,MO2221289,megapotamica,15,VI,-29.28333333,-57.73305556,70,x,,,,,6,
CB984,GH_BERT984,illinita,11,VI,-33.05,-71.51666667,200,x,,,,,7,
CSs.n.,GH_CSsn,illinita,11,VI,-34.25,-70.56666667,780,x,,,,,7,
EK5378,L192,illinita,11,VI,-31.41666667,-71.58333333,40,x,,,,,7,
EK5390,L206,illinita,11,VI,-33.35,-71.58333333,180,x,,,,,7,
EK838,US2104897,illinita,11,VI,-34.99916667,-70.82,700,x,,,,,7,
EW579,MO961633,illinita,11,VI,-35.19666667,-70.80305556,1500,x,,,,,7,
FZ539,MO6296034,illinita,11,VI,-33.72941667,-70.47116667,920,x,,,Plate1,0,7,species1
FZ540,MO6296035,illinita,11,VI,-33.72961111,-70.47097222,920,x,,,Plate3,1,7,species1
FZ541,MO6296037,illinita,11,VI,-33.72888889,-70.47138889,920,x,,,,,7,
GH405A,US530302,illinita,11,VI,-32.86666667,-70.41666667,1100,x,,,,,7,
GH405B,NY_GH405B,illinita,11,VI,-32.86666667,-70.41666667,1100,x,,,,,7,
GL5551,GH_GL5551,illinita,11,VI,-33.18333333,-70.6,900,x,,,,,7,
JW5200,MO1165912,illinita,11,VI,-32.96666667,-71.26666667,400,x,,,,,7,
LL5949,MO05681277,illinita,11,VI,-33.71194444,-70.32,1200,x,,,,,7,
MG25,E158628,illinita,11,VI,-35.10527778,-71.03111111,668,x,,,,,7,
MG5435,E70519,illinita,11,VI,-33.06666667,-70.95,600,x,,,,,7,
MG5655,E70517,illinita,11,VI,-30.21666667,-71.33333333,120,x,,,,,7,
OZ6524,L190,illinita,11,VI,-33.86666667,-70.4,1500,x,,,,,7,
PB4,E96269,illinita,11,VI,-32.95,-71.08333333,700,x,,,,,7,
EW183,MO910378,angustifolia,4,VI,-29.84527778,-70.38555556,1600,x,,,,,8,
FZ322,MO6282102,angustifolia,1,VI,-16.55633333,-71.44552778,2594,x,,,Plate3,1,8,species3
FZ323,MO6282103,angustifolia,1,VI,-16.55994444,-71.44852778,2579,x,,,Plate3,0,8,species3
FZ324,MO6282104,angustifolia,1,VI,-16.55994444,-71.44852778,2585,x,,,Plate1,0,8,species3
FZ325,MO6273213,angustifolia,1,VI,-16.5615,-71.44619444,2582,x,,,,,8,
FZ326,MO6273214,angustifolia,1,VI,-16.5615,-71.44619444,2590,x,,,Plate3,1,8,species3
FZ327,MO6273215,angustifolia,1,VI,-16.5625,-71.44430556,2684,x,,,Plate3,0,8,species3
GH72506,CTES345512,ledifolia,13,VI,-28.05666667,-49.5925,1150,x,,,,,8,
IJ5864,GH_IJ5864,angustifolia,4,VI,-28.9,-70.06666667,2050,x,,,,,8,
MG6297,E96353,angustifolia,1,VI,-18.66111111,-69.57944444,3280,x,,,,,8,
MG6302,E96354,angustifolia,1,VI,-18.83305556,-69.74527778,1800,x,,,Plate3,0,8,species3
MG6562,E131876,angustifolia,1,VI,-20.08263889,-69.35975,1988,x,,,,,8,
OZ3990,L75,angustifolia,4,VI,-29.93333333,-70.3,1800,x,,,,,8,
PB512,E40202,illinita,4,VI,-30.14361111,-70.04861111,2650,x,,,Plate3,0,8,species2
RK4485,L271,ledifolia,13,VI,-27.85416667,-50.27222222,950,x,,,,,8,
RK7653,NY_RK7653,angustifolia,4,VI,-31.08333333,-69.58333333,2100,x,,,,,8,
FZ123,MO6296032,illinita,11,VI,-33.72916667,-70.47055556,960,,x,,Plate3,1,,species1
FZ124,MO6296036,illinita,11,VI,-33.72916667,-70.47083333,950,,x,,Plate3,0,,species1
FZ127,MO6296038,illinita,11,VI,-33.0125,-70.90055556,722,,x,,Plate1,0,,species1
FZ281,MOUNM_FZ281,hypoglauca,31,VI,-17.79208333,-65.4875,3352,,x,,Plate3,0,,species4
FZ305,MOUNM_FZ305,hypoglauca,31,VI,-17.83041667,-64.71869444,2846,,x,,Plate4,0,,species4
FZ306,MOUNM_FZ306,hypoglauca,31,VI,-17.83041667,-64.71869444,2850,,x,,Plate3,0,,species4
FZ308,MOUNM_FZ308,hypoglauca,31,VI,-17.83686111,-64.72677778,2928,,x,,Plate3,0,,species4
FZ353,MO6296033,illinita,11,VI,-33.32291667,-70.32758333,1872,,x,,Plate1,0,,species1
FZU10003A,,tucumanensis,,VI,-27.05556,-65.67111,900,,,x,Plate1,1,,species4
FZU10003B,MO6274671,tucumanensis,31,VI,-27.05555556,-65.67111111,900,,x,,Plate3,0,,species4
FZU10117C,,tucumanensis,,VI,-25.73083,-65.47889,1900,,,x,Plate3,0,,species4
FZU10377A,MO6274662,tucumanensis,31,VI,-22.33333333,-64.72305556,1690,,x,,Plate3,0,,species4
FZU10406A,,tucumanensis,,VI,-21.43111,-64.27444,1670,,,x,Plate3,0,,species4
FZU10406C,,tucumanensis,,VI,-21.43111,-64.27444,1670,,,x,Plate3,0,,species4
IA1263,,tucumanensis,,VI,-22.17333333,-64.67861111,1300,,,x,Plate3,0,,species4
JW11630,,tucumanensis,,VI,-21.41555556,-64.29527778,2000,,,x,Plate3,0,,species4
LF15,MO6275027,farinacea,6,VI,-25.49422222,-49.04433333,914,,x,,Plate2,0,,species7
LF42,MO6294329,petrophila,21,VI,-28.05591667,-49.36675,1130,,x,,Plate1,1,,species9
LF44,MO6294327,petrophila,21,VI,-28.05583333,-49.36666667,1128,,x,,Plate4,1,,species9
LF45,MO6294330,petrophila,21,VI,-28.05591667,-49.36669444,1131,,x,,Plate1,0,,species9
LF51,MOUNM_LF51,ledifolia,13,VI,-27.84102778,-49.64888889,1108,,x,,Plate2,0,,species8
LF52,MOUNM_LF52,ledifolia,13,VI,-27.84097222,-49.64888889,1110,,x,,Plate2,1,,species8
LF53,MOUNM_LF53,ledifolia,13,VI,-27.84102778,-49.64894444,1109,,x,,Plate2,0,,species8
LF54,MOUNM_LF54,ledifolia,13,VI,-27.84102778,-49.64897222,1109,,x,,Plate2,0,,species8
LF55,MOUNM_LF55,ledifolia,13,VI,-27.84102778,-49.64888889,1109,,x,,Plate2,0,,species8
LF56,MOUNM_LF56,ledifolia,13,VI,-27.84083333,-49.64886111,1108,,x,,Plate5,0,,species8
LF57,MO6274674,ledifolia,13,VI,-27.84102778,-49.64891667,1109,,x,,Plate2,0,,species8
LF59,MOUNM_LF59,ledifolia,13,VI,-27.84102778,-49.64891667,1109,,x,,Plate2,1,,species8
LF60,MOUNM_LF60,ledifolia,13,VI,-27.84083333,-49.64886111,1109,,x,,Plate1,0,,species8
LF63,MO6275031,farinacea,6,VI,-27.89308333,-50.13913889,1116,,x,,Plate1,0,,species7
LF64,MO6275030,farinacea,6,VI,-27.89319444,-50.13888889,1117,,x,,Plate2,0,,species7
LF72,MOUNM_LF72,megapotamica,15,VI,-26.09997222,-49.82508333,780,,x,,Plate2,1,,species6
LF73,MO6275004,megapotamica,15,VI,-26.09986111,-49.82508333,780,,x,,Plate2,0,,species6
LF75,MOUNM_LF75,megapotamica,15,VI,-25.87819444,-50.37886111,761,,x,,Plate1,1,,species6
LF76,MO6275008,megapotamica,15,VI,-25.87819444,-50.37886111,761,,x,,Plate2,0,,species6
LF77,MO6275007,megapotamica,15,VI,-25.87805556,-50.37888889,760,,x,,Plate2,0,,species6
LF78,MO6275009,megapotamica,15,VI,-25.87833333,-50.37861111,760,,x,,Plate2,0,,species6
LF80,MO6275025,farinacea,6,VI,-25.46580556,-49.76647222,958,,x,,Plate2,0,,species7
LF81,MO6275026,farinacea,6,VI,-25.46583333,-49.76666667,960,,x,,Plate2,0,,species7
LF82,MO6275015,laevis,12,VI,-25.24083333,-48.8305,1823,,x,,Plate1,0,,species10
LF83,MO6275016,laevis,12,VI,-25.23919444,-48.83055556,1821,,x,,Plate2,0,,species10
LF84,MO6275014,laevis,12,VI,-25.24097222,-48.83027778,1823,,x,,Plate2,0,,species10
LF85,MO6275013,laevis,12,VI,-25.24108333,-48.83333333,1824,,x,,Plate2,0,,species10
RK10198,,angustifolia,,VI,-31.38333333,-69.7,2000,,,x,Plate3,1,,species2
WP152,MOUNM_WP152,farinacea,6,VI,-22.76136111,-45.54916667,1796,,x,,Plate2,1,,species7
WP154,MO6275032,farinacea,6,VI,-22.76136111,-45.54919444,1796,,x,,Plate2,0,,species7
WP158,MO6294777,farinacea,6,VI,-22.76738889,-45.53822222,1872,,x,,Plate2,0,,species7
WP160,MO6275024,farinacea,6,VI,-22.77080556,-45.53083333,1808,,x,,Plate2,0,,species7
WP164,MO6294788,laevis,12,VI,-22.48219444,-45.08055556,2149,,x,,Plate2,0,,species11
WP165,MO6294789,laevis,12,VI,-22.48244444,-45.08047222,2173,,x,,Plate2,1,,species11
BR49389,L383,petrophila,21,VI,-29.45,-50.58333333,890,,x,,,,,
BR50074,L385,petrophila,21,VI,-29.45,-50.58333333,891,,x,,,,,
FZ280,MOUNM_FZ280,hypoglauca,31,VI,-17.79208333,-65.4875,3352,,x,,,,,
FZU1046A,MO6274673,tucumanensis,31,VI,-21.43111111,-64.27444444,1670,,x,,,,,
LF43,MO6294328,petrophila,21,VI,-28.05577778,-49.36675,1130,,x,,,,,
